CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"420555 Frei Rogério";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420560 Galvão";-;1;1;1;1;9;9;9;9;9;9;9;9;9;9;9
"420570 Garopaba";9;9;2;2;2;2;2;2;2;2;2;2;4;4;4;4
"420580 Garuva";-;-;-;-;-;6;6;6;6;12;12;12;6;6;-;6
"420590 Gaspar";4;4;4;4;4;4;9;9;9;9;9;9;9;9;9;9
"420600 Governador Celso Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3
"420610 Grão Pará";-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3
"420620 Gravatal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420630 Guabiruba";1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2
"420640 Guaraciaba";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420650 Guaramirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"420660 Guarujá do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"420665 Guatambú";-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3
"420670 Herval d'Oeste";3;3;3;3;3;3;3;4;4;4;4;1;4;3;3;3
"420675 Ibiam";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420680 Ibicaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420690 Ibirama";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420700 Içara";11;11;11;11;10;10;10;10;5;5;5;5;5;5;5;6
"420710 Ilhota";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420720 Imaruí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420730 Imbituba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420740 Imbuia";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"420750 Indaial";5;5;5;5;4;5;5;5;6;6;6;9;9;13;11;9
"420757 Iomerê";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420760 Ipira";2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420765 Iporã do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420768 Ipuaçu";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420770 Ipumirim";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420775 Iraceminha";-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3
"420780 Irani";-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10
"420785 Irati";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420790 Irineópolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420800 Itá";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"420810 Itaiópolis";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420820 Itajaí";28;28;29;26;30;28;28;28;28;31;33;33;31;31;33;33
"420830 Itapema";24;24;22;22;22;24;21;22;22;25;25;25;24;24;24;26
"420840 Itapiranga";2;2;2;3;3;2;2;2;3;3;3;3;3;3;3;3
"420845 Itapoá";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420850 Ituporanga";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420860 Jaborá";-;-;-;-;2;2;2;2;2;2;4;4;4;4;4;4
"420870 Jacinto Machado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420880 Jaguaruna";2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2
"420890 Jaraguá do Sul";19;19;18;23;23;23;23;23;23;20;20;22;24;26;24;19
"420895 Jardinópolis";1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420900 Joaçaba";3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;-
"420910 Joinville";61;66;67;63;68;68;68;70;72;71;62;58;62;75;84;88
"420915 José Boiteux";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420917 Jupiá";4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"420920 Lacerdópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420930 Lages";10;9;15;16;16;16;16;17;17;17;20;19;24;26;26;27
"420940 Laguna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420945 Lajeado Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420950 Laurentino";-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;3
"420960 Lauro Muller";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"420970 Lebon Régis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"420980 Leoberto Leal";7;7;7;7;7;9;9;9;9;9;9;9;9;9;9;6
"420985 Lindóia do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420990 Lontras";-;-;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421000 Luiz Alves";2;2;2;3;3;3;3;3;3;6;6;6;6;6;6;6
"421003 Luzerna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421005 Macieira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421010 Mafra";7;7;7;7;7;7;7;9;4;9;9;9;6;6;6;6
"421020 Major Gercino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421030 Major Vieira";1;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1
"421040 Maracajá";6;6;2;2;2;2;2;2;2;2;2;-;2;2;3;3
"421050 Maravilha";3;3;9;9;9;9;9;11;11;11;11;11;11;7;7;7
"421055 Marema";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421060 Massaranduba";2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"421070 Matos Costa";1;1;1;1;1;1;1;1;1;3;2;2;2;2;2;2
"421080 Meleiro";1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;9
"421085 Mirim Doce";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421090 Modelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421100 Mondaí";1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2
"421105 Monte Carlo";-;-;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"421110 Monte Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421120 Morro da Fumaça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421125 Morro Grande";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421130 Navegantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421140 Nova Erechim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421145 Nova Itaberaba";-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421150 Nova Trento";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421160 Nova Veneza";29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
"421165 Novo Horizonte";3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4
"421170 Orleans";2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"421175 Otacílio Costa";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
"421180 Ouro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421185 Ouro Verde";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3
"421187 Paial";6;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"421189 Painel";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421190 Palhoça";9;9;9;9;9;9;9;9;9;9;9;11;11;11;11;6
"421200 Palma Sola";1;1;1;1;1;1;-;-;-;1;1;1;1;1;2;2
"421205 Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421210 Palmitos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421220 Papanduva";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421223 Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421225 Passo de Torres";-;-;-;-;-;2;2;2;2;2;-;2;2;2;2;2
"421227 Passos Maia";-;3;3;3;3;4;4;4;4;4;3;3;3;3;3;3
"421230 Paulo Lopes";1;3;3;3;3;3;3;3;3;3;3;3;6;4;4;4
"421240 Pedras Grandes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421250 Penha";5;5;5;5;5;5;3;3;3;3;3;3;4;4;4;4
"421260 Peritiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421265 Pescaria Brava";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421270 Petrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421290 Pinhalzinho";4;4;6;6;6;8;8;8;10;11;11;13;12;12;12;16
"421300 Pinheiro Preto";1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-
"421310 Piratuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421315 Planalto Alegre";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421320 Pomerode";2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421330 Ponte Alta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"421335 Ponte Alta do Norte";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421340 Ponte Serrada";9;6;6;6;6;6;6;6;6;6;9;9;9;12;12;37
"421350 Porto Belo";7;7;7;7;7;7;7;7;-;-;-;-;1;1;1;1
"421360 Porto União";4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2
"421370 Pouso Redondo";3;3;1;1;1;1;1;1;1;1;1;1;2;2;2;6
"421380 Praia Grande";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1
"421390 Presidente Castello Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421400 Presidente Getúlio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421410 Presidente Nereu";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421415 Princesa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421420 Quilombo";8;7;7;9;8;8;8;9;9;9;9;9;9;9;9;8
"421430 Rancho Queimado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421440 Rio das Antas";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"421450 Rio do Campo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421460 Rio do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421480 Rio do Sul";6;6;6;6;6;7;7;7;7;7;7;10;10;10;10;10
"421470 Rio dos Cedros";2;-;-;-;4;4;4;4;4;4;4;4;4;5;5;5
"421490 Rio Fortuna";-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3
"421500 Rio Negrinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421505 Rio Rufino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421507 Riqueza";-;-;-;2;2;2;2;2;2;2;2;2;-;-;-;-
"421510 Rodeio";8;8;8;10;10;10;10;13;13;13;13;13;13;13;13;13
"421520 Romelândia";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421530 Salete";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"421535 Saltinho";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421540 Salto Veloso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421545 Sangão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421550 Santa Cecília";-;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4
"421555 Santa Helena";-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1
"421560 Santa Rosa de Lima";2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4
"421565 Santa Rosa do Sul";6;6;6;6;6;6;6;6;6;6;6;6;8;8;8;8
"421567 Santa Terezinha";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421568 Santa Terezinha do Progresso";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421569 Santiago do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421570 Santo Amaro da Imperatriz";-;-;-;-;-;-;-;-;-;-;2;-;36;36;36;36
"421580 São Bento do Sul";2;9;9;9;9;9;10;10;11;12;12;11;12;13;13;13
"421575 São Bernardino";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421590 São Bonifácio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2
"421600 São Carlos";-;-;-;1;1;1;2;2;2;2;2;2;2;2;2;2
"421605 São Cristovão do Sul";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"421610 São Domingos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421620 São Francisco do Sul";4;4;4;4;4;4;4;5;1;1;1;1;1;1;1;6
"421630 São João Batista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421635 São João do Itaperiú";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421625 São João do Oeste";-;-;-;-;-;-;-;-;-;2;2;2;2;2;2;2
"421640 São João do Sul";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421650 São Joaquim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421660 São José";3;3;3;3;3;3;3;3;3;3;9;8;36;40;55;60
"421670 São José do Cedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421680 São José do Cerrito";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3
"421690 São Lourenço do Oeste";7;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3
"421700 São Ludgero";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421710 São Martinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421715 São Miguel da Boa Vista";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421720 São Miguel do Oeste";11;16;16;18;21;25;24;24;26;26;24;26;23;25;25;23
"421725 São Pedro de Alcântara";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421730 Saudades";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421740 Schroeder";2;2;2;2;2;2;4;6;6;6;8;8;8;8;8;8
"421750 Seara";-;-;-;-;1;1;1;1;1;1;-;-;-;-;3;3
"421755 Serra Alta";4;4;4;4;-;-;-;-;-;-;-;-;-;-;-;-
"421760 Siderópolis";6;-;-;-;-;1;1;1;1;1;1;1;3;3;9;9
"421770 Sombrio";8;8;8;8;8;8;8;8;10;10;10;10;10;8;8;4
"421775 Sul Brasil";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"421780 Taió";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421790 Tangará";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
"421795 Tigrinhos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421800 Tijucas";2;2;2;2;2;2;2;2;2;2;2;2;-;-;-;2
"421810 Timbé do Sul";5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5
"421820 Timbó";5;6;2;2;2;2;2;3;3;3;3;3;3;3;3;7
"421825 Timbó Grande";1;1;1;1;1;1;1;1;1;2;3;2;2;2;2;2
"421830 Três Barras";-;-;-;2;2;4;4;4;4;4;4;6;6;6;8;10
"421835 Treviso";2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421840 Treze de Maio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421850 Treze Tílias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421860 Trombudo Central";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421870 Tubarão";34;34;44;45;45;48;48;48;51;51;51;51;51;51;49;49
"421875 Tunápolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421880 Turvo";1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4
"421885 União do Oeste";2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-
"421890 Urubici";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421895 Urupema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"421900 Urussanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421910 Vargeão";-;-;-;-;-;-;-;-;-;-;-;-;-;4;4;4
"421915 Vargem";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421917 Vargem Bonita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421920 Vidal Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421930 Videira";3;4;2;2;2;2;2;2;2;2;2;2;2;3;3;4
"421935 Vitor Meireles";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"421940 Witmarsum";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421950 Xanxerê";2;7;7;7;7;7;7;7;7;3;3;3;3;3;3;3
"421960 Xavantina";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"421970 Xaxim";4;4;4;4;9;9;9;9;9;7;7;7;7;7;7;7
"421985 Zortéa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420000 Município ignorado - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430003 Aceguá";-;2;2;2;2;3;3;3;3;3;3;3;3;3;3;4
"430005 Água Santa";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430010 Agudo";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430020 Ajuricaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430030 Alecrim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430040 Alegrete";18;18;17;17;17;18;18;18;18;18;18;18;18;18;18;18
"430045 Alegria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430047 Almirante Tamandaré do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430050 Alpestre";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430055 Alto Alegre";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430057 Alto Feliz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430060 Alvorada";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430063 Amaral Ferrador";1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-
"430064 Ametista do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430066 André da Rocha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430070 Anta Gorda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430080 Antônio Prado";7;7;9;9;12;12;12;13;13;13;13;14;14;14;14;14
"430085 Arambaré";5;5;5;5;5;5;5;5;5;5;5;2;2;5;5;5
"430087 Araricá";3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5
"430090 Aratiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430100 Arroio do Meio";9;9;9;9;9;9;9;9;9;9;9;9;11;11;11;11
"430107 Arroio do Padre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430105 Arroio do Sal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430120 Arroio do Tigre";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430110 Arroio dos Ratos";2;2;2;2;2;2;9;9;9;9;9;7;7;7;-;-
"430130 Arroio Grande";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430140 Arvorezinha";-;-;-;-;-;-;-;-;-;-;-;6;6;6;6;6
"430150 Augusto Pestana";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430155 Áurea";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430160 Bagé";8;8;8;8;8;10;10;13;22;23;23;26;23;21;21;21
"430163 Balneário Pinhal";4;9;9;8;8;8;6;6;6;6;6;5;5;5;5;7
"430165 Barão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430170 Barão de Cotegipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430175 Barão do Triunfo";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430185 Barra do Guarita";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430187 Barra do Quaraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430190 Barra do Ribeiro";-;-;-;-;-;3;3;3;3;3;-;-;-;1;1;1
"430192 Barra do Rio Azul";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"430195 Barra Funda";-;-;-;-;-;-;-;-;-;-;2;2;2;2;2;2
"430180 Barracão";1;1;1;1;1;1;3;3;3;3;3;3;3;2;2;2
"430200 Barros Cassal";2;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-
"430205 Benjamin Constant do Sul";2;2;2;2;2;2;2;4;4;-;-;-;-;-;-;-
"430210 Bento Gonçalves";11;11;11;7;9;9;9;9;9;9;11;11;11;11;11;11
"430215 Boa Vista das Missões";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1
"430220 Boa Vista do Buricá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430222 Boa Vista do Cadeado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430223 Boa Vista do Incra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430225 Boa Vista do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430230 Bom Jesus";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-
"430235 Bom Princípio";3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4
"430237 Bom Progresso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430240 Bom Retiro do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430245 Boqueirão do Leão";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430250 Bossoroca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430258 Bozano";-;-;2;2;2;2;2;5;5;5;5;5;5;5;5;5
"430260 Braga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430265 Brochier";1;1;1;1;1;-;-;-;-;-;-;-;-;-;10;4
"430270 Butiá";2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3
"430280 Caçapava do Sul";1;1;2;2;4;4;4;3;3;3;3;3;4;4;4;4
"430290 Cacequi";4;4;4;4;4;8;8;4;4;4;4;4;4;4;4;4
"430300 Cachoeira do Sul";2;2;2;2;2;2;2;2;2;2;2;6;6;6;1;6
"430310 Cachoeirinha";6;6;6;7;7;7;7;7;7;8;8;6;6;6;6;6
"430320 Cacique Doble";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430330 Caibaté";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430340 Caiçara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430350 Camaquã";1;1;1;1;3;3;3;3;6;6;7;7;7;7;6;13
"430355 Camargo";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430360 Cambará do Sul";-;-;2;-;-;-;-;-;3;3;3;3;3;3;3;3
"430367 Campestre da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430370 Campina das Missões";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430380 Campinas do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"430390 Campo Bom";3;3;3;3;3;3;3;8;8;8;8;8;8;8;8;8
"430400 Campo Novo";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430410 Campos Borges";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430420 Candelária";5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430430 Cândido Godói";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430435 Candiota";-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-
"430440 Canela";7;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9
"430450 Canguçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430460 Canoas";5;5;5;5;6;6;6;6;6;5;7;7;7;15;13;13
"430461 Canudos do Vale";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430462 Capão Bonito do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430463 Capão da Canoa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430465 Capão do Cipó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430466 Capão do Leão";5;5;5;5;2;2;2;2;2;2;2;2;2;2;2;6
"430468 Capela de Santana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430469 Capitão";-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3
"430467 Capivari do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430471 Caraá";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"430470 Carazinho";16;21;21;21;21;21;21;11;14;14;9;9;19;19;19;19
"430480 Carlos Barbosa";6;8;8;8;5;5;5;5;5;5;5;5;5;5;5;6
"430485 Carlos Gomes";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430490 Casca";3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6
"430495 Caseiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430500 Catuípe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430510 Caxias do Sul";55;59;63;63;62;73;77;73;73;81;81;110;115;119;217;217
"430511 Centenário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430512 Cerrito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430513 Cerro Branco";-;-;-;-;-;-;-;-;-;2;2;2;-;-;-;-
"430515 Cerro Grande";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430517 Cerro Grande do Sul";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"430520 Cerro Largo";1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2
"430530 Chapada";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430535 Charqueadas";11;11;11;11;12;12;12;13;13;9;9;9;10;6;5;5
"430537 Charrua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430540 Chiapetta";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-
"430543 Chuí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"430544 Chuvisca";1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3
"430545 Cidreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430550 Ciríaco";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"430558 Colinas";2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;6
"430560 Colorado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
